Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
-0.872	8.51e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23266.DS14751.twopass.merge150.wgt10.zgt2.wig	cg00328227,cg00333528,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01617750,cg01623438,cg01636591,cg01968530,cg02181506,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02490034,cg02516189,cg02595219,cg02600394,cg02635407,cg02656594,cg02927346,cg03330678,cg03548857,cg03856723,cg04451770,cg04502814,cg05790038,cg05795313,cg05868799,cg06147863,cg06688396,cg06759890,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08458487,cg08519905,cg08700306,cg09025324,cg09088576,cg09208010,cg09499849,cg09626634,cg09964921,cg10057295,cg10061138,cg10236239,cg10257049,cg10266490,cg10275770,cg10318258,cg10981541,cg11098259,cg11657615,cg12045829,cg12613344,cg12836863,cg12971694,cg13301014,cg13652336,cg13703437,cg13765621,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15374234,cg15528736,cg15784615,cg15958424,cg16028753,cg16361890,cg16465939,cg16692277,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17740645,cg17952262,cg18084554,cg18096388,cg18741908,cg18752880,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg19963522,cg20340242,cg20651453,cg20777437,cg21019522,cg21030400,cg21237418,cg21400896,cg21428681,cg21480743,cg22224704,cg22319147,cg22467534,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23889010,cg24183958,cg24211388,cg24256211,cg24262469,cg24292612,cg24323726,cg24453664,cg24826867,cg25028542,cg25050026,cg25623459,cg25832796,cg25957124,cg26660631,cg26806924,cg26980692,cg27285056,cg27461196,cg27485921	GSM595925	1.00e+00
-1.150	9.04e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23284.DS14809.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00234961,cg00328227,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01623438,cg01968530,cg01980222,cg02181506,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02357714,cg02516189,cg02595219,cg02600394,cg02656594,cg03330678,cg03608974,cg03856723,cg04502814,cg04653308,cg05790038,cg05795313,cg05868799,cg06154570,cg06688396,cg06759890,cg06849477,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08399444,cg08458487,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09830866,cg09964921,cg10057295,cg10061138,cg10236239,cg10257049,cg10266490,cg10275770,cg10548978,cg10981541,cg11098259,cg11657615,cg12640109,cg12836863,cg12971694,cg13301014,cg13652336,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15464148,cg15512851,cg15528736,cg15958424,cg16028753,cg16361890,cg16465939,cg16692277,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17740645,cg17952262,cg18741908,cg18752880,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20674521,cg20777437,cg21030400,cg21237418,cg21480743,cg21846903,cg22016649,cg22224704,cg22242539,cg22319147,cg22467534,cg22566906,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24323726,cg24453664,cg24474182,cg24826867,cg25028542,cg25623459,cg25832796,cg26215727,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27461196,cg27485921	GSM595927	1.00e+00
-1.019	8.76e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23284.DS14820.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00620024,cg00795812,cg00899659,cg01040850,cg01182697,cg01441777,cg01525376,cg01526089,cg01578324,cg01617750,cg01623438,cg01861509,cg01968530,cg02181506,cg02225847,cg02227605,cg02266731,cg02275294,cg02357714,cg02516189,cg02595219,cg02600394,cg02635407,cg02927346,cg03330678,cg03574571,cg03608974,cg03801286,cg03856723,cg04451770,cg04502814,cg05795313,cg05868799,cg06147863,cg06688396,cg06759890,cg06791867,cg06810647,cg06849477,cg07028533,cg07218880,cg07730301,cg08044694,cg08223235,cg08260891,cg08368934,cg08458487,cg08519905,cg08700306,cg09025324,cg09037813,cg09088576,cg09208010,cg09499849,cg09626634,cg09964921,cg10057295,cg10236239,cg10257049,cg10266490,cg10275770,cg10981541,cg11098259,cg11657615,cg12045829,cg12640109,cg12836863,cg13652336,cg13703437,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15374234,cg15528736,cg15958424,cg16003913,cg16028753,cg16139316,cg16361890,cg16465939,cg16692277,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17952262,cg18338021,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg19963522,cg20651453,cg20713492,cg20777437,cg21030400,cg21237418,cg21480743,cg22224704,cg22242539,cg22467534,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23889010,cg24183958,cg24256211,cg24262469,cg24323726,cg24453664,cg24826867,cg25028542,cg25050026,cg25832796,cg25957124,cg26154999,cg26206598,cg26215727,cg26660631,cg26806924,cg26954174,cg26980692,cg27461196,cg27485921	GSM595929	1.00e+00
-3.191	9.99e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23365.DS15227.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00795812,cg00899659,cg01040850,cg01441777,cg01578324,cg01617750,cg01623438,cg01636591,cg01968530,cg02181506,cg02225847,cg02227605,cg02266731,cg02275294,cg02490034,cg02595219,cg02600394,cg02635407,cg02656594,cg03330678,cg03608974,cg03856723,cg04502814,cg05044994,cg05795313,cg05868799,cg06154570,cg06688396,cg06759890,cg06812844,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08399444,cg08458487,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09624565,cg09626634,cg09964921,cg10057295,cg10236239,cg10257049,cg10266490,cg10896774,cg10981541,cg11657615,cg12836863,cg13301014,cg13634319,cg13652336,cg13703437,cg14511156,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15958424,cg16003913,cg16028753,cg16139316,cg16361890,cg16465939,cg16692277,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17496921,cg17714799,cg17740645,cg17952262,cg18741908,cg18752880,cg19280776,cg19399532,cg19531130,cg19843036,cg19963522,cg20651453,cg20777437,cg21019522,cg21030400,cg21237418,cg21480743,cg22016649,cg22224704,cg22319147,cg22467534,cg22566906,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24292612,cg24323726,cg24453664,cg24826867,cg25028542,cg25050026,cg25832796,cg25957124,cg26660631,cg26806924,cg26980692,cg27285056,cg27461196,cg27485921	GSM595930	1.00e+00
-2.860	9.97e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23399.DS15461.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01578324,cg01623438,cg01968530,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02357714,cg02490034,cg02595219,cg02600394,cg02635407,cg02656594,cg03330678,cg03548857,cg03608974,cg03856723,cg04108240,cg04502814,cg05546038,cg05795313,cg05868799,cg06154570,cg06688396,cg06759890,cg07028533,cg07218880,cg07408456,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08399444,cg08458487,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg09964921,cg10057295,cg10061138,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10981541,cg11098259,cg11657615,cg11998307,cg12640109,cg12836863,cg13301014,cg13652336,cg13703437,cg14511156,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15784615,cg15958424,cg16028753,cg16361890,cg16465939,cg16692277,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17740645,cg17813891,cg17952262,cg18096388,cg18338021,cg18350391,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg19963522,cg20070090,cg20340242,cg20651453,cg20654468,cg20777437,cg21019522,cg21030400,cg21237418,cg21428681,cg21480743,cg22016649,cg22224704,cg22242539,cg22319147,cg22467534,cg22566906,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24292612,cg24453664,cg24826867,cg25028542,cg25050026,cg25832796,cg25957124,cg26154999,cg26215727,cg26660631,cg26806924,cg26954174,cg26980692,cg27461196,cg27485921	GSM665805	1.00e+00
-3.675	1.00e+00	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23419.DS15573.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01182697,cg01441777,cg01617750,cg01623438,cg01861509,cg01968530,cg02225847,cg02227605,cg02275294,cg02490034,cg02595219,cg02600394,cg02635407,cg02656594,cg03330678,cg03608974,cg03856723,cg04502814,cg05044994,cg05795313,cg05868799,cg06147863,cg06154570,cg06688396,cg06759890,cg07028533,cg07218880,cg07730301,cg07924575,cg08044694,cg08203715,cg08223235,cg08260891,cg08399444,cg08458487,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09624565,cg09830866,cg09964921,cg10057295,cg10061138,cg10236239,cg10257049,cg10266490,cg10275770,cg10981541,cg11657615,cg12535715,cg12836863,cg13301014,cg13652336,cg13703437,cg13765621,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15958424,cg16003913,cg16028753,cg16361890,cg16465939,cg16872071,cg16967583,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17952262,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20654468,cg20777437,cg21019522,cg21237418,cg21400896,cg21428681,cg21480743,cg22016649,cg22224704,cg22319147,cg22566906,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23889010,cg23959705,cg24091474,cg24183958,cg24256211,cg24262469,cg24323726,cg24453664,cg24826867,cg25028542,cg25050026,cg25832796,cg25957124,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27461196,cg27485921	GSM665806	1.00e+00
-2.635	9.96e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23808.DS17432.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00333528,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01623438,cg01636591,cg01861509,cg01968530,cg02181506,cg02212836,cg02225847,cg02227605,cg02275294,cg02357714,cg02595219,cg02635407,cg03330678,cg03856723,cg04451770,cg04502814,cg04653308,cg05615150,cg05790038,cg05795313,cg05859264,cg05868799,cg06147863,cg06154570,cg06653796,cg06688396,cg06759890,cg06812844,cg07028533,cg07218880,cg07376232,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09624565,cg10057295,cg10061138,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10981541,cg11657615,cg12089698,cg12640109,cg12836863,cg13652336,cg13703437,cg14324675,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg16003913,cg16028753,cg16097772,cg16139316,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17952262,cg18350391,cg18741908,cg18752880,cg19280776,cg19399532,cg19491035,cg19531130,cg19539004,cg19843036,cg19963522,cg20651453,cg20654468,cg20713492,cg20777437,cg21019522,cg21237418,cg21480743,cg21846903,cg22224704,cg22242539,cg22319147,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg24474182,cg24643262,cg24826867,cg25028542,cg25050026,cg25623459,cg25832796,cg26154999,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27019278,cg27461196,cg27485921	GSM701506	1.00e+00
0.153	5.74e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23914.DS17765.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00333528,cg00415993,cg00546897,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01526089,cg01578324,cg01623438,cg01636591,cg01861509,cg01968530,cg02181506,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02357714,cg02374486,cg02490034,cg02516189,cg02593766,cg02595219,cg02635407,cg02656594,cg02927346,cg03330678,cg03548857,cg03608974,cg03856723,cg04451770,cg04502814,cg04653308,cg04784315,cg05790038,cg05795313,cg05859264,cg05868799,cg06147863,cg06154570,cg06229674,cg06653796,cg06688396,cg06759890,cg06810647,cg06812844,cg06849477,cg07028533,cg07086380,cg07218880,cg07258507,cg07285167,cg07408456,cg07730301,cg07924575,cg08044694,cg08176694,cg08203715,cg08223235,cg08260891,cg08368934,cg08519905,cg08700306,cg08766149,cg09025324,cg09037813,cg09088576,cg09134726,cg09208010,cg09303642,cg09499849,cg09624565,cg09830866,cg09868035,cg10057295,cg10061138,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg11939496,cg11998307,cg12045829,cg12089698,cg12535715,cg12640109,cg12836863,cg13301014,cg13652336,cg13703437,cg13765621,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15374234,cg15464148,cg15512851,cg15518883,cg15528736,cg15536230,cg15784615,cg15958424,cg16003913,cg16028753,cg16097772,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17356733,cg17527798,cg17714799,cg17740645,cg17952262,cg18084554,cg18096388,cg18350391,cg18390025,cg18741908,cg18752880,cg18854666,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19539004,cg19843036,cg20070090,cg20340242,cg20651453,cg20654468,cg20674521,cg20713492,cg20777437,cg21030400,cg21120249,cg21237418,cg21400896,cg21428681,cg21480743,cg21846903,cg22016649,cg22045288,cg22224704,cg22242539,cg22319147,cg22467534,cg22566906,cg22680812,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23506842,cg23547429,cg23668631,cg23959705,cg24091474,cg24183958,cg24211388,cg24256211,cg24262469,cg24453664,cg24643262,cg24826867,cg24926276,cg25028542,cg25050026,cg25061755,cg25087423,cg25432696,cg25623459,cg25832796,cg25957124,cg26112639,cg26154999,cg26206598,cg26215727,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27019278,cg27461196,cg27485921	GSM774223	1.00e+00
1.221	2.20e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23941.DS17825.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00333528,cg00415993,cg00620024,cg00645579,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01578324,cg01623438,cg01636591,cg01968530,cg02039171,cg02181506,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02357714,cg02490034,cg02516189,cg02595219,cg02635407,cg02927346,cg03330678,cg03608974,cg03856723,cg04108240,cg04451770,cg04502814,cg04653308,cg05044994,cg05615150,cg05790038,cg05795313,cg05868799,cg06147863,cg06154570,cg06653796,cg06688396,cg06759890,cg06810647,cg06812844,cg06849477,cg07028533,cg07086380,cg07218880,cg07239938,cg07376232,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09210315,cg09499849,cg09624565,cg09868035,cg10057295,cg10061138,cg10117369,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg11939496,cg12045829,cg12089698,cg12535715,cg12640109,cg12836863,cg13301014,cg13652336,cg13703437,cg13745346,cg13765621,cg14324675,cg14511156,cg14654385,cg14870461,cg15125472,cg15146752,cg15227982,cg15248035,cg15337006,cg15352315,cg15374234,cg15464148,cg15512851,cg15518883,cg15528736,cg15746187,cg15784615,cg15958424,cg16003913,cg16028753,cg16139316,cg16361890,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17356733,cg17496921,cg17527798,cg17714799,cg17952262,cg18084554,cg18096388,cg18338021,cg18350391,cg18390025,cg18741908,cg18752880,cg18854666,cg18959422,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20070090,cg20340242,cg20651453,cg20654468,cg20674521,cg20713492,cg20777437,cg21019522,cg21030400,cg21120249,cg21237418,cg21480743,cg21578541,cg21902327,cg21991396,cg22016649,cg22224704,cg22242539,cg22319147,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23506842,cg23547429,cg23668631,cg23889010,cg23959705,cg24091474,cg24183958,cg24256211,cg24262469,cg24453664,cg24643262,cg24826867,cg25028542,cg25050026,cg25226014,cg25623459,cg25832796,cg25957124,cg26206598,cg26215727,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27019278,cg27461196,cg27485921	GSM774226	1.00e+00
-0.407	7.31e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23964.DS17848.twopass.merge150.wgt10.zgt2.wig	cg00328227,cg00333528,cg00415993,cg00645579,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01578324,cg01623438,cg01636591,cg01861509,cg01968530,cg02181506,cg02212836,cg02225847,cg02227605,cg02240622,cg02275294,cg02357714,cg02374486,cg02516189,cg02595219,cg02635407,cg02927346,cg03330678,cg03548857,cg03608974,cg03801286,cg03856723,cg04451770,cg04502814,cg04653308,cg05790038,cg05795313,cg05868799,cg06147863,cg06154570,cg06653796,cg06688396,cg06759890,cg06849477,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08223235,cg08260891,cg08368934,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09624565,cg10057295,cg10061138,cg10117369,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg11939496,cg12045829,cg12089698,cg12640109,cg12836863,cg13301014,cg13652336,cg13703437,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15374234,cg15512851,cg15528736,cg15880738,cg15958424,cg16003913,cg16028753,cg16139316,cg16361890,cg16465939,cg16692277,cg16872071,cg16967583,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17952262,cg18084554,cg18350391,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg19963522,cg20340242,cg20651453,cg20654468,cg20713492,cg20777437,cg21019522,cg21030400,cg21126943,cg21237418,cg21428681,cg21480743,cg21991396,cg22016649,cg22224704,cg22242539,cg22319147,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23506842,cg23547429,cg23668631,cg23959705,cg24091474,cg24183958,cg24211388,cg24256211,cg24262469,cg24453664,cg24643262,cg24826867,cg24926276,cg25028542,cg25050026,cg25087423,cg25623459,cg25832796,cg25957124,cg26206598,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27019278,cg27461196,cg27485921	GSM701535	1.00e+00
2.264	5.63e-02	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24005.DS18080.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00234961,cg00328227,cg00333528,cg00415993,cg00546897,cg00620024,cg00645579,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01578324,cg01623438,cg01636591,cg01861509,cg01968530,cg02181506,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02357714,cg02490034,cg02516189,cg02595219,cg02635407,cg02656594,cg02679745,cg02927346,cg03330678,cg03548857,cg03608974,cg03801286,cg03856723,cg04108240,cg04353769,cg04451770,cg04502814,cg04653308,cg05044994,cg05461841,cg05790038,cg05795313,cg05868799,cg05989054,cg06147863,cg06154570,cg06653796,cg06688396,cg06759890,cg06810647,cg06812844,cg07028533,cg07086380,cg07218880,cg07408456,cg07730301,cg07759587,cg07924575,cg08044694,cg08203715,cg08223235,cg08260891,cg08368934,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09088576,cg09134726,cg09208010,cg09499849,cg09624565,cg09626634,cg09830866,cg09868035,cg10057295,cg10061138,cg10117369,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11494699,cg11657615,cg11721194,cg11827101,cg11939496,cg11998307,cg12045829,cg12089698,cg12535715,cg12640109,cg12836863,cg12971694,cg13053608,cg13301014,cg13634319,cg13652336,cg13703437,cg13765621,cg14511156,cg14654385,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15352315,cg15374234,cg15464148,cg15512851,cg15518883,cg15528736,cg15551881,cg15784615,cg15958424,cg16003913,cg16028753,cg16097772,cg16139316,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17356733,cg17496921,cg17709873,cg17714799,cg17740645,cg17813891,cg17839611,cg17952262,cg18084554,cg18096388,cg18338021,cg18350391,cg18638581,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19539004,cg19843036,cg19963522,cg20070090,cg20340242,cg20651453,cg20654468,cg20674521,cg20713492,cg20777437,cg21019522,cg21030400,cg21120249,cg21237418,cg21428681,cg21480743,cg21846903,cg21902327,cg21991396,cg22016649,cg22045288,cg22224704,cg22242539,cg22319147,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23506842,cg23547429,cg23668631,cg23959705,cg24091474,cg24183958,cg24211388,cg24256211,cg24262469,cg24453664,cg24474182,cg24612198,cg24643262,cg24826867,cg24926276,cg25028542,cg25050026,cg25341726,cg25432696,cg25623459,cg25832796,cg25957124,cg26112639,cg26154999,cg26206598,cg26215727,cg26660631,cg26701826,cg26728422,cg26806924,cg26954174,cg26980692,cg27019278,cg27461196,cg27485921	GSM774234	1.00e+00
1.093	2.53e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24042.DS18176.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00333528,cg00415993,cg00546897,cg00620024,cg00645579,cg00795812,cg00899659,cg01040850,cg01441777,cg01578324,cg01623438,cg01636591,cg01861509,cg01968530,cg02181506,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02357714,cg02516189,cg02635407,cg02679745,cg02927346,cg03330678,cg03548857,cg03574571,cg03608974,cg03801286,cg03856723,cg04108240,cg04353769,cg04451770,cg04502814,cg04653308,cg05790038,cg05795313,cg05859264,cg05868799,cg06147863,cg06154570,cg06653796,cg06688396,cg06759890,cg06810647,cg06849477,cg07028533,cg07218880,cg07376232,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08351331,cg08368934,cg08519905,cg08700306,cg09001777,cg09025324,cg09037813,cg09208010,cg09499849,cg09624565,cg09830866,cg09868035,cg10057295,cg10061138,cg10117369,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10981541,cg11657615,cg11939496,cg12045829,cg12535715,cg12836863,cg13053608,cg13301014,cg13634319,cg13650156,cg13652336,cg13703437,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15464148,cg15518883,cg15528736,cg15784615,cg15958424,cg16003913,cg16028753,cg16097772,cg16139316,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17952262,cg18084554,cg18096388,cg18350391,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19539004,cg19843036,cg20070090,cg20651453,cg20654468,cg20674521,cg20713492,cg20777437,cg21019522,cg21030400,cg21120249,cg21237418,cg21428681,cg21480743,cg21578541,cg21991396,cg22016649,cg22224704,cg22242539,cg22319147,cg22467534,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23547429,cg23668631,cg23959705,cg24091474,cg24183958,cg24256211,cg24262469,cg24453664,cg24474182,cg24643262,cg24826867,cg25028542,cg25050026,cg25341726,cg25432696,cg25623459,cg25832796,cg25957124,cg26154999,cg26206598,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27019278,cg27461196,cg27485921	GSM774239	1.00e+00
-1.956	9.75e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24078.DS18379.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00333528,cg00415993,cg00795812,cg00899659,cg01040850,cg01182697,cg01441777,cg01578324,cg01623438,cg01636591,cg01774645,cg01968530,cg02212836,cg02225847,cg02227605,cg02275294,cg02357714,cg02595219,cg02635407,cg02679745,cg03330678,cg03608974,cg03856723,cg04451770,cg04502814,cg04653308,cg05790038,cg05795313,cg05868799,cg06147863,cg06154570,cg06688396,cg06759890,cg07028533,cg07086380,cg07218880,cg07730301,cg07924575,cg08044694,cg08203715,cg08223235,cg08260891,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg09830866,cg10057295,cg10148841,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg11939496,cg12045829,cg12535715,cg12640109,cg12836863,cg13301014,cg13650156,cg13652336,cg13703437,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15374234,cg15528736,cg15784615,cg15958424,cg16003913,cg16028753,cg16097772,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17122311,cg17141902,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg17740645,cg17952262,cg18741908,cg18752880,cg18854666,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20651453,cg20654468,cg20713492,cg20777437,cg21030400,cg21237418,cg21480743,cg22016649,cg22224704,cg22242539,cg22319147,cg22467534,cg22566906,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24643262,cg24826867,cg25028542,cg25050026,cg25432696,cg25832796,cg25957124,cg26154999,cg26206598,cg26660631,cg26728422,cg26806924,cg26980692,cg27461196,cg27485921	GSM878610	1.00e+00
