Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
0.102	6.10e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23524.DS16146.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665817	1.00e+00
0.018	6.25e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23589.DS16500.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665824	1.00e+00
-0.650	8.40e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23604.DS16582.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665830	1.00e+00
0.613	4.12e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23617.DS16621.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665831	1.00e+00
-0.799	8.80e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23663.DS16819.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774203	1.00e+00
-1.033	9.09e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23744.DS19431.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817220	1.00e+00
-0.604	8.23e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-24042.DS19427.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878630	1.00e+00
0.961	2.97e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23500.DS16027.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665815	1.00e+00
-1.076	9.09e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23524.DS16164.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665818	1.00e+00
-0.179	6.98e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23604.DS16563.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665826	1.00e+00
0.521	4.57e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23744.DS17094.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817162	1.00e+00
1.664	8.15e-02	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23758.DS17157.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701490	1.00e+00
0.076	6.03e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23769.DS17313.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701495	1.00e+00
1.036	2.84e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23808.DS17422.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774213	1.00e+00
-0.507	7.99e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23833.DS17462.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774214	1.00e+00
0.911	2.76e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23855.DS17502.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701514	1.00e+00
-0.688	8.53e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23887.DS17647.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774217	1.00e+00
-0.658	8.52e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23914.DS17748.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774220	1.00e+00
0.925	2.70e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23941.DS17785.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701531	1.00e+00
-0.911	8.92e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-23964.DS17841.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774228	1.00e+00
-1.098	9.14e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-24005.DS17990.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774233	1.00e+00
0.012	6.27e-01	Fetal_Intestine_Large	Fetal Intestine, Large	UW.Fetal_Intestine_Large.ChromatinAccessibility.H-24111.DS18499.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817188	1.00e+00
-0.582	8.21e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23604.DS16559.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665825	1.00e+00
0.646	4.00e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23640.DS16712.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701487	1.00e+00
-0.125	6.79e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23663.DS16822.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665835	1.00e+00
-0.745	8.65e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23724.DS16975.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817161	1.00e+00
-1.425	9.51e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23744.DS17092.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774205	1.00e+00
-0.330	7.61e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23758.DS17150.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774210	1.00e+00
-0.075	6.60e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23769.DS17317.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701496	1.00e+00
-0.368	7.48e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23808.DS17425.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701504	1.00e+00
-0.453	7.99e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23864.DS17844.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774229	1.00e+00
-0.640	8.32e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23887.DS17643.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774216	1.00e+00
0.709	3.56e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23914.DS17763.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701530	1.00e+00
0.359	5.32e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-23941.DS17808.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774225	1.00e+00
0.987	2.38e-01	Fetal_Intestine_Small	Fetal Intestine, Small	UW.Fetal_Intestine_Small.ChromatinAccessibility.H-24111.DS18495.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817187	1.00e+00
0.352	5.07e-01	Fetal_Kidney_Left	Fetal Kidney	UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23589.DS16446.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665822	1.00e+00
-0.183	7.45e-01	Fetal_Kidney_Left	Fetal Kidney	UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23604.DS16579.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665829	1.00e+00
-0.355	7.97e-01	Fetal_Kidney_Left	Fetal Kidney	UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23640.DS16805.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665834	1.00e+00
-0.442	8.20e-01	Fetal_Kidney_Left	Fetal Kidney	UW.Fetal_Kidney_Left.ChromatinAccessibility.H-23758.DS17140.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774209	1.00e+00
-0.205	7.53e-01	Fetal_Kidney_Left	Fetal Kidney	UW.Fetal_Kidney_Left.ChromatinAccessibility.H-24089.DS18466.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817181	1.00e+00
-0.263	7.68e-01	Fetal_Kidney_Right	Fetal Kidney	UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23435.DS15651.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665810	1.00e+00
0.001	6.80e-01	Fetal_Kidney_Right	Fetal Kidney	UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23589.DS16441.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665821	1.00e+00
-0.467	8.25e-01	Fetal_Kidney_Right	Fetal Kidney	UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23640.DS16801.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665833	1.00e+00
-0.367	7.98e-01	Fetal_Kidney_Right	Fetal Kidney	UW.Fetal_Kidney_Right.ChromatinAccessibility.H-23758.DS17144.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817163	1.00e+00
-0.021	6.88e-01	Fetal_Kidney_Right	Fetal Kidney	UW.Fetal_Kidney_Right.ChromatinAccessibility.H-24089.DS18463.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817180	1.00e+00
0.649	3.65e-01	Fetal_Kidney	Fetal Kidney	UW.Fetal_Kidney.ChromatinAccessibility.H-22337.DS10986.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM493385	1.00e+00
-0.427	7.90e-01	Fetal_Kidney	Fetal Kidney	UW.Fetal_Kidney.ChromatinAccessibility.H-22676.DS12635.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM530655	1.00e+00
0.785	3.75e-01	Fetal_Kidney	Fetal Kidney	UW.Fetal_Kidney.ChromatinAccessibility.H-23524.DS16139.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665816	1.00e+00
0.609	4.63e-01	Fetal_Kidney	Fetal Kidney	UW.Fetal_Kidney.ChromatinAccessibility.H-23663.DS16837.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817159	1.00e+00
0.473	4.56e-01	Fetal_Kidney	Fetal Kidney	UW.Fetal_Kidney.ChromatinAccessibility.H-23855.DS17522.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701515	1.00e+00
0.477	5.32e-01	Fetal_Kidney	Fetal Kidney	UW.Fetal_Kidney.ChromatinAccessibility.H-23914.DS17753.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11234457,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774221	1.00e+00
1.205	2.04e-01	Fetal_Kidney	Fetal Kidney	UW.Fetal_Kidney.ChromatinAccessibility.H-24507.DS20564.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878666	1.00e+00
-0.336	7.52e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23435.DS15637.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665808	1.00e+00
-0.408	7.70e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23604.DS16570.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665828	1.00e+00
-0.219	7.56e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23640.DS18170.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774237	1.00e+00
-0.098	7.16e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23744.DS17105.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774207	1.00e+00
0.468	5.31e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23758.DS17154.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774211	1.00e+00
-1.216	9.27e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23833.DS17464.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701512	1.00e+00
0.262	5.27e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23887.DS17674.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701524	1.00e+00
1.084	2.26e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23914.DS17739.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701527	1.00e+00
1.084	2.10e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-23964.DS17835.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02936872,cg04135543,cg09539408,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701534	1.00e+00
1.114	2.29e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-24005.DS17959.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817168	1.00e+00
0.276	5.66e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-24089.DS18421.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817175	1.00e+00
-0.120	6.77e-01	Fetal_Lung_Left	Fetal Lung	UW.Fetal_Lung_Left.ChromatinAccessibility.H-24111.DS18487.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817185	1.00e+00
-0.229	7.30e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-23435.DS15632.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665807	1.00e+00
-0.603	8.25e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-23604.DS16566.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665827	1.00e+00
-0.341	7.50e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-23640.DS16790.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665832	1.00e+00
